,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
131725,Deck the Halls,,,,0.9990000000000001,3.7,3.0,"Nov 22, 2006",51000000.0,46815807.0,11.0,-0.082043,Action Drama movie Mystery TV
131804,Kids,,,,0.84,10.0,1.0,"Jul 21, 1995",1500000.0,20412216.0,7.0,12.608144,Documentary
131979,Tadpole,,,,0.625,5.0,1.0,"Jul 19, 2002",150000.0,3270128.0,7.0,20.800853333333333,Animation
132128,Jingle All the Way,,,,0.6,8.0,1.0,"Nov 22, 1996",60000000.0,129832389.0,11.0,1.16387315,Animation
132194,The Dark Knight,,,,0.6,6.6,5.0,"Jul 18, 2008",185000000.0,1001996207.0,7.0,4.416195713513513,Crime Thriller Drama Action
132364,Kiss the Bride,,,,0.6,5.0,1.0,"Apr 18, 2008",500000.0,32033.0,4.0,-0.935934,Romance Comedy
132456,American Pie,,,,24.491,6.4,4316.0,"Jul 9, 1999",12000000.0,234723148.0,7.0,18.560262333333334,Romance Comedy
132461,Once Upon a Time in America,,,,17.717,8.4,2243.0,"Jun 1, 1984",30000000.0,5575648.0,6.0,-0.8141450666666666,Crime Drama
132462,Blade,,,,17.175,6.6,3137.0,"Aug 21, 1998",45000000.0,131237688.0,8.0,1.9163930666666666,Horror Action
132468,Underworld: Awakening,,,,13.242,6.2,2588.0,"Jan 20, 2012",70000000.0,160379930.0,1.0,1.2911418571428572,Horror Fantasy Action
132473,Behind Enemy Lines,,,,10.886,6.1,705.0,"Nov 30, 2001",40000000.0,58855732.0,11.0,0.4713933,War Thriller Drama Action
132477,Blood Work,,,,9.839,6.2,356.0,"Aug 9, 2002",50000000.0,26199517.0,8.0,-0.47600966,Crime Thriller
132490,The Act of Killing,,,,8.63,7.8,326.0,"Jul 19, 2013",1000000.0,1227316.0,7.0,0.227316,Documentary
132525,Atlas Shrugged: Part II,,,,6.148,5.4,66.0,"Oct 12, 2012",10000000.0,3336053.0,10.0,-0.6663947,Mystery Drama Sci-Fi
132557,Tim and Eric's Billion Dollar Movie,,,,4.946000000000001,5.7,61.0,"Mar 2, 2012",3000000.0,223652.0,3.0,-0.9254493333333333,Comedy
132564,Fortress,,,,4.738,5.4,21.0,"Sep 3, 1993",12000000.0,46730578.0,9.0,2.8942148333333333,War Action
132877,Boogeyman,,,,1.239,5.6,15.0,"Feb 4, 2005",20000000.0,67192859.0,2.0,2.35964295,Horror
132944,Saving Face,,,,0.991,7.2,10.0,"May 27, 2005",2500000.0,1269705.0,5.0,-0.492118,Crime Documentary
133139,Niagara,,,,0.625,8.0,1.0,"Jan 21, 1953",1250000.0,2500000.0,1.0,1.0,Animation Drama
133645,Belly,,,,0.6,0.0,1.0,"Nov 4, 1998",3000000.0,9639390.0,11.0,2.21313,Animation
133647,Van Helsing,,,,15.259,6.1,3047.0,"May 7, 2004",170000000.0,300150546.0,5.0,0.7655914470588235,Horror Adventure Action
133656,The Way Way Back,,,,9.977,7.1,1043.0,"Jul 5, 2013",5000000.0,26853810.0,7.0,4.370762,Drama Comedy
133661,The Tale of Despereaux,,,,8.978,5.8,464.0,"Dec 19, 2008",60000000.0,90482317.0,12.0,0.5080386166666667,Family Animation Adventure
134017,The Verdict,,,,1.4140000000000001,6.8,20.0,"Dec 8, 1982",16000000.0,53977250.0,12.0,2.373578125,Crime Thriller Drama
134062,Filly Brown,,,,1.31,6.5,10.0,"Apr 19, 2013",1250000.0,2940411.0,4.0,1.3523288,Drama
134117,2012,,,,1.156,4.0,2.0,"Nov 13, 2009",200000000.0,757677748.0,11.0,2.78838874,Documentary
134502,Bon Voyage,,,,0.6,8.5,1.0,"Mar 19, 2004",20000000.0,8361736.0,3.0,-0.5819132,Documentary
134981,Sin City: A Dame to Kill For,,,,20.896,6.3,2210.0,"Aug 22, 2014",65000000.0,40650842.0,8.0,-0.3746024307692308,Crime Thriller
134982,The Lego Movie,,,,19.375,7.4,4839.0,"Feb 7, 2014",60000000.0,457729388.0,2.0,6.628823133333333,Animation Comedy Adventure Fantasy Family
134983,Saw,,,,19.127,7.4,4795.0,"Oct 29, 2004",1200000.0,103880027.0,10.0,85.56668916666666,Mystery Crime Horror
134985,Lemony Snicket's A Series of Unfortunate Events,,,,14.362,6.8,2975.0,"Dec 17, 2004",100000000.0,212956024.0,12.0,1.12956024,Family Comedy Adventure
134991,The Break-Up,,,,11.165,5.7,1480.0,"Jun 2, 2006",52000000.0,205727307.0,6.0,2.956294365384615,Romance Comedy
134995,Crocodile Dundee,,,,10.642000000000001,6.3,917.0,"Sep 26, 1986",8800000.0,328203506.0,9.0,36.29585295454545,Comedy Adventure
135010,The Opposite Sex,,,,8.832,4.1,20.0,"Jan 20, 2015",3300000.0,50206.0,1.0,-0.9847860606060606,Comedy
135030,Feast,,,,7.51,8.0,578.0,"Sep 22, 2006",3200000.0,690872.0,9.0,-0.7841025,Family Animation Drama Comedy
135056,Thunder and the House of Magic,,,,6.781000000000001,6.3,196.0,"Sep 5, 2014",34000000.0,62582520.0,9.0,0.8406623529411764,Animation Fantasy Family Adventure
135122,Zodiac,,,,4.18,3.8,49.0,"Mar 2, 2007",85000000.0,83080084.0,3.0,-0.02258724705882353,movie Sci-Fi TV
135456,Top Spin,,,,1.249,6.9,10.0,"Aug 21, 2015",150000.0,5858.0,8.0,-0.9609466666666666,Documentary
135486,Popeye,,,,1.159,3.5,4.0,"Dec 12, 1980",20000000.0,49823037.0,12.0,1.49115185,Animation Adventure
135652,Pump,,,,0.779,7.4,6.0,"Sep 19, 2014",2000000.0,72277.0,9.0,-0.9638615,Documentary
135668,Locker 13,,,,0.732,6.4,4.0,"Mar 28, 2014",300000.0,3496.0,3.0,-0.9883466666666667,Horror Drama Thriller
135706,Fort McCoy,,,,0.669,6.3,2.0,"Aug 15, 2014",3000000.0,78948.0,8.0,-0.973684,War Drama History
136141,Roar,,,,0.6,5.8,4.0,"Jan 1, 1981",17000000.0,2110050.0,1.0,-0.8758794117647059,Thriller Adventure Action
136312,Blade: Trinity,,,,15.99,5.7,2058.0,"Dec 8, 2004",65000000.0,131353165.0,12.0,1.020817923076923,Action Fantasy Horror Sci-Fi Thriller Adventure
136326,1941,,,,9.755,5.7,262.0,"Dec 14, 1979",32000000.0,94875000.0,12.0,1.96484375,Comedy
